2024-06-14 22:27:51,896 INFO    StreamThr :6256 [internal.py:wandb_internal():85] W&B internal server running at pid: 6256, started at: 2024-06-14 22:27:51.896055
2024-06-14 22:27:54,121 INFO    wandb-upload_0:6256 [upload_job.py:push():130] Uploaded file C:\Users\Logan\AppData\Local\Temp\tmpu6qe3s50wandb\5sjkqafs-wandb-metadata.json
2024-06-14 22:27:54,519 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:27:54,778 INFO    Thread-16 :6256 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files\output.log
2024-06-14 22:27:55,337 DEBUG   SenderThread:6256 [sender.py:send():379] send: telemetry
2024-06-14 22:27:55,525 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:27:56,531 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:27:56,794 INFO    Thread-16 :6256 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files\output.log
2024-06-14 22:27:57,224 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:27:57,534 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:27:58,543 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:27:58,806 INFO    Thread-16 :6256 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files\output.log
2024-06-14 22:27:59,558 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:00,558 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:01,586 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:02,740 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:02,740 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:03,630 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:04,642 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:05,655 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:06,670 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:07,677 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:08,514 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:28:08,514 DEBUG   SenderThread:6256 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:28:08,599 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:08,685 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:09,691 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:10,701 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:11,707 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:12,718 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:13,721 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:14,548 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:14,735 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:15,735 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:16,746 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:17,756 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:18,767 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:19,770 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:20,542 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:20,773 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:21,782 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:22,792 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:23,512 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:28:23,512 DEBUG   SenderThread:6256 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:28:23,804 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:24,813 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:25,679 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:25,817 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:26,002 INFO    Thread-16 :6256 [dir_watcher.py:_on_file_modified():288] file/dir modified: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files\config.yaml
2024-06-14 22:28:26,823 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:27,835 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:28,838 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:29,850 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:30,852 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:28:31,587 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status_report
2024-06-14 22:28:31,858 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
